"year","age","sex","join_variable","rate","age_cohort","location","assumption"
2072,87,"female","2066_87",0.0750037578653527,32,"New South Wales","medium"
2073,88,"female","2066_88",0.0866041871753829,32,"New South Wales","medium"
2074,89,"female","2066_89",0.100074511228589,32,"New South Wales","medium"
2075,90,"female","2066_90",0.115545540716192,32,"New South Wales","medium"
2076,91,"female","2066_91",0.133428540771099,32,"New South Wales","medium"
2077,92,"female","2066_92",0.15385072481826,32,"New South Wales","medium"
2078,93,"female","2066_93",0.17721461942581,32,"New South Wales","medium"
2079,94,"female","2066_94",0.203757677514372,32,"New South Wales","medium"
2080,95,"female","2066_95",0.218106259796942,32,"New South Wales","medium"
2081,96,"female","2066_96",0.248923004301697,32,"New South Wales","medium"
2082,97,"female","2066_97",0.279846186684006,32,"New South Wales","medium"
2083,98,"female","2066_98",0.310282209130973,32,"New South Wales","medium"
2084,99,"female","2066_99",0.330019102948564,32,"New South Wales","medium"
2085,100,"female","2066_100",0.360467842177434,32,"New South Wales","medium"
2017,37,"female","2017_37",0.00055015130548127,37,"New South Wales","medium"
2018,38,"female","2018_38",0.000600180072032461,37,"New South Wales","medium"
2019,39,"female","2019_39",0.000650211341586356,37,"New South Wales","medium"
2020,40,"female","2020_40",0.000700245114393426,37,"New South Wales","medium"
2021,41,"female","2021_41",0.000760288946408772,37,"New South Wales","medium"
2022,42,"female","2022_42",0.000850361454838941,37,"New South Wales","medium"
2023,43,"female","2023_43",0.000940442077056719,37,"New South Wales","medium"
2024,44,"female","2024_44",0.00103053081452392,37,"New South Wales","medium"
2025,45,"female","2025_45",0.00113063893137362,37,"New South Wales","medium"
2026,46,"female","2026_46",0.00124076943613299,37,"New South Wales","medium"
2027,47,"female","2027_47",0.00135091207095624,37,"New South Wales","medium"
2028,48,"female","2028_48",0.00147108151000972,37,"New South Wales","medium"
2029,49,"female","2029_49",0.00159126539149284,37,"New South Wales","medium"
2030,50,"female","2030_50",0.00173149817814814,37,"New South Wales","medium"
2031,51,"female","2031_51",0.00189178830361775,37,"New South Wales","medium"
2032,52,"female","2032_52",0.00205210412613083,37,"New South Wales","medium"
2033,53,"female","2033_53",0.00223249015271577,37,"New South Wales","medium"
2034,54,"female","2034_54",0.00240288461631031,37,"New South Wales","medium"
2035,55,"female","2035_55",0.00257330811912628,37,"New South Wales","medium"
2036,56,"female","2036_56",0.00275378819662108,37,"New South Wales","medium"
2037,57,"female","2037_57",0.00295435982643651,37,"New South Wales","medium"
2038,58,"female","2038_58",0.00316500334315662,37,"New South Wales","medium"
2039,59,"female","2039_59",0.00339575906917989,37,"New South Wales","medium"
2040,60,"female","2040_60",0.00364664092019748,37,"New South Wales","medium"
2041,61,"female","2041_61",0.00389758572871345,37,"New South Wales","medium"
2042,62,"female","2042_62",0.0041887606214546,37,"New South Wales","medium"
2043,63,"female","2043_63",0.00451015547788602,37,"New South Wales","medium"
2044,64,"female","2044_64",0.00487184820376782,37,"New South Wales","medium"
2045,65,"female","2045_65",0.0052939884611096,37,"New South Wales","medium"
2046,66,"female","2046_66",0.00581688532156485,37,"New South Wales","medium"
2047,67,"female","2047_67",0.00643063226580762,37,"New South Wales","medium"
2048,68,"female","2048_68",0.00711525348560126,37,"New South Wales","medium"
2049,69,"female","2049_69",0.00789105262277117,37,"New South Wales","medium"
2050,70,"female","2050_70",0.0087784178115822,37,"New South Wales","medium"
2051,71,"female","2051_71",0.00976754755905217,37,"New South Wales","medium"
2052,72,"female","2052_72",0.010878961897539,37,"New South Wales","medium"
2053,73,"female","2053_73",0.0121636785009082,37,"New South Wales","medium"
2054,74,"female","2054_74",0.0136325017312964,37,"New South Wales","medium"
2055,75,"female","2055_75",0.0152862415377019,37,"New South Wales","medium"
2056,76,"female","2056_76",0.0171359859467348,37,"New South Wales","medium"
2057,77,"female","2057_77",0.019203206984436,37,"New South Wales","medium"
2058,78,"female","2058_78",0.0216016445577609,37,"New South Wales","medium"
2059,79,"female","2059_79",0.0244054038387538,37,"New South Wales","medium"
2060,80,"female","2060_80",0.0277823810124516,37,"New South Wales","medium"
2061,81,"female","2061_81",0.0317899894896298,37,"New South Wales","medium"
2062,82,"female","2062_82",0.0365913728999843,37,"New South Wales","medium"
2063,83,"female","2063_83",0.042208371763894,37,"New South Wales","medium"
2064,84,"female","2064_84",0.0488016642355575,37,"New South Wales","medium"
2065,85,"female","2065_85",0.0563693134968274,37,"New South Wales","medium"
2066,86,"female","2066_86",0.0649652788523591,37,"New South Wales","medium"
2067,87,"female","2066_87",0.0750037578653527,37,"New South Wales","medium"
2068,88,"female","2066_88",0.0866041871753829,37,"New South Wales","medium"
2069,89,"female","2066_89",0.100074511228589,37,"New South Wales","medium"
2070,90,"female","2066_90",0.115545540716192,37,"New South Wales","medium"
2071,91,"female","2066_91",0.133428540771099,37,"New South Wales","medium"
2072,92,"female","2066_92",0.15385072481826,37,"New South Wales","medium"
2073,93,"female","2066_93",0.17721461942581,37,"New South Wales","medium"
2074,94,"female","2066_94",0.203757677514372,37,"New South Wales","medium"
2075,95,"female","2066_95",0.218106259796942,37,"New South Wales","medium"
2076,96,"female","2066_96",0.248923004301697,37,"New South Wales","medium"
2077,97,"female","2066_97",0.279846186684006,37,"New South Wales","medium"
2078,98,"female","2066_98",0.310282209130973,37,"New South Wales","medium"
2079,99,"female","2066_99",0.330019102948564,37,"New South Wales","medium"
2080,100,"female","2066_100",0.360467842177434,37,"New South Wales","medium"
2017,42,"female","2017_42",0.000860370012155485,42,"New South Wales","medium"
2018,43,"female","2018_43",0.000950451535995455,42,"New South Wales","medium"
2019,44,"female","2019_44",0.00104054117524742,42,"New South Wales","medium"
2020,45,"female","2020_45",0.00114065029427066,42,"New South Wales","medium"
2021,46,"female","2021_46",0.0012507819016526,42,"New South Wales","medium"
2022,47,"female","2022_47",0.00136092563934155,42,"New South Wales","medium"
2023,48,"female","2023_48",0.00148109628179826,42,"New South Wales","medium"
2024,49,"female","2024_49",0.00160128136697388,42,"New South Wales","medium"
2025,50,"female","2025_50",0.00174151555830275,42,"New South Wales","medium"
2026,51,"female","2026_51",0.00190180728959633,42,"New South Wales","medium"
2027,52,"female","2027_52",0.00207214541117872,42,"New South Wales","medium"
2028,53,"female","2028_53",0.00224251255278006,42,"New South Wales","medium"
2029,54,"female","2029_54",0.00241290872429016,42,"New South Wales","medium"
2030,55,"female","2030_55",0.00259335985259933,42,"New South Wales","medium"
2031,56,"female","2031_56",0.00277384354939542,42,"New South Wales","medium"
2032,57,"female","2032_57",0.00297441920218943,42,"New South Wales","medium"
2033,58,"female","2033_58",0.00319509889654086,42,"New South Wales","medium"
2034,59,"female","2034_59",0.00343589593590082,42,"New South Wales","medium"
2035,60,"female","2035_60",0.00368678785799523,42,"New South Wales","medium"
2036,61,"female","2036_61",0.00393774274264334,42,"New South Wales","medium"
2037,62,"female","2037_62",0.00422892933003606,42,"New South Wales","medium"
2038,63,"female","2038_63",0.00455033709881805,42,"New South Wales","medium"
2039,64,"female","2039_64",0.00492209365279684,42,"New South Wales","medium"
2040,65,"female","2040_65",0.00534425512577618,42,"New South Wales","medium"
2041,66,"female","2041_66",0.00588729616888792,42,"New South Wales","medium"
2042,67,"female","2042_67",0.00650108634235997,42,"New South Wales","medium"
2043,68,"female","2043_68",0.00718575581472528,42,"New South Wales","medium"
2044,69,"female","2044_69",0.00798176974165772,42,"New South Wales","medium"
2045,70,"female","2045_70",0.00887930460659518,42,"New South Wales","medium"
2046,71,"female","2046_71",0.00987863342349023,42,"New South Wales","medium"
2047,72,"female","2047_72",0.0109901712999031,42,"New South Wales","medium"
2048,73,"female","2048_73",0.0122952780941516,42,"New South Wales","medium"
2049,74,"female","2049_74",0.0137744334218398,42,"New South Wales","medium"
2050,75,"female","2050_75",0.0154487193242994,42,"New South Wales","medium"
2051,76,"female","2051_76",0.0173191137704673,42,"New South Wales","medium"
2052,77,"female","2052_77",0.0194071055252288,42,"New South Wales","medium"
2053,78,"female","2053_78",0.0218264738928044,42,"New South Wales","medium"
2054,79,"female","2054_79",0.0246616130708616,42,"New South Wales","medium"
2055,80,"female","2055_80",0.028070310595092,42,"New South Wales","medium"
2056,81,"female","2056_81",0.0321203802829919,42,"New South Wales","medium"
2057,82,"female","2057_82",0.0369752361248953,42,"New South Wales","medium"
2058,83,"female","2058_83",0.0426570104659848,42,"New South Wales","medium"
2059,84,"female","2059_84",0.0493163025559617,42,"New South Wales","medium"
2060,85,"female","2060_85",0.0569619625495318,42,"New South Wales","medium"
2061,86,"female","2061_86",0.0656591488062742,42,"New South Wales","medium"
2062,87,"female","2062_87",0.075639914208745,42,"New South Wales","medium"
2063,88,"female","2063_88",0.0871604790138751,42,"New South Wales","medium"
2064,89,"female","2064_89",0.100505652931644,42,"New South Wales","medium"
2065,90,"female","2065_90",0.115792518051663,42,"New South Wales","medium"
2066,91,"female","2066_91",0.133428540771099,42,"New South Wales","medium"
2067,92,"female","2066_92",0.15385072481826,42,"New South Wales","medium"
2068,93,"female","2066_93",0.17721461942581,42,"New South Wales","medium"
2069,94,"female","2066_94",0.203757677514372,42,"New South Wales","medium"
2070,95,"female","2066_95",0.218106259796942,42,"New South Wales","medium"
2071,96,"female","2066_96",0.248923004301697,42,"New South Wales","medium"
2072,97,"female","2066_97",0.279846186684006,42,"New South Wales","medium"
2073,98,"female","2066_98",0.310282209130973,42,"New South Wales","medium"
2074,99,"female","2066_99",0.330019102948564,42,"New South Wales","medium"
2075,100,"female","2066_100",0.360467842177434,42,"New South Wales","medium"
2017,47,"female","2017_47",0.00138095307693173,47,"New South Wales","medium"
2018,48,"female","2018_48",0.00149111115388334,47,"New South Wales","medium"
2019,49,"female","2019_49",0.00162131361890006,47,"New South Wales","medium"
2020,50,"female","2020_50",0.00176155061966081,47,"New South Wales","medium"
2021,51,"female","2021_51",0.00192184556269865,47,"New South Wales","medium"
2022,52,"female","2022_52",0.00209218709788777,47,"New South Wales","medium"
2023,53,"female","2023_53",0.00226255765425908,47,"New South Wales","medium"
2024,54,"female","2024_54",0.00244298165114,47,"New South Wales","medium"
2025,55,"female","2025_55",0.00262343820671403,47,"New South Wales","medium"
2026,56,"female","2026_56",0.00280392733273426,47,"New South Wales","medium"
2027,57,"female","2027_57",0.00300450902029872,47,"New South Wales","medium"
2028,58,"female","2028_58",0.00323522771003748,47,"New South Wales","medium"
2029,59,"female","2029_59",0.00346599964317462,47,"New South Wales","medium"
2030,60,"female","2030_60",0.00372693640763419,47,"New South Wales","medium"
2031,61,"female","2031_61",0.00397790136922374,47,"New South Wales","medium"
2032,62,"female","2032_62",0.00427914248488891,47,"New South Wales","medium"
2033,63,"female","2033_63",0.00461061255768329,47,"New South Wales","medium"
2034,64,"female","2034_64",0.00498239152430031,47,"New South Wales","medium"
2035,65,"female","2035_65",0.00541463270149884,47,"New South Wales","medium"
2036,66,"female","2036_66",0.00594765226990206,47,"New South Wales","medium"
2037,67,"female","2037_67",0.00657154538303897,47,"New South Wales","medium"
2038,68,"female","2038_68",0.00726633599204524,47,"New South Wales","medium"
2039,69,"female","2039_69",0.00806241409004466,47,"New South Wales","medium"
2040,70,"female","2040_70",0.00897011142524072,47,"New South Wales","medium"
2041,71,"female","2041_71",0.00997963128242146,47,"New South Wales","medium"
2042,72,"female","2042_72",0.0111115047547187,47,"New South Wales","medium"
2043,73,"female","2043_73",0.0124167700150884,47,"New South Wales","medium"
2044,74,"female","2044_74",0.0139163852598475,47,"New South Wales","medium"
2045,75,"female","2045_75",0.0156213809029568,47,"New South Wales","medium"
2046,76,"female","2046_76",0.017502275136142,47,"New South Wales","medium"
2047,77,"female","2047_77",0.0196110456491155,47,"New South Wales","medium"
2048,78,"female","2048_78",0.0220615768025191,47,"New South Wales","medium"
2049,79,"female","2049_79",0.0249281403248509,47,"New South Wales","medium"
2050,80,"female","2050_80",0.0283686108004567,47,"New South Wales","medium"
2051,81,"female","2051_81",0.0324715401469628,47,"New South Wales","medium"
2052,82,"female","2052_82",0.0373696274700039,47,"New South Wales","medium"
2053,83,"female","2053_83",0.0431162910736281,47,"New South Wales","medium"
2054,84,"female","2054_84",0.0498417168572158,47,"New South Wales","medium"
2055,85,"female","2055_85",0.0575655555344106,47,"New South Wales","medium"
2056,86,"female","2056_86",0.0663535005500212,47,"New South Wales","medium"
2057,87,"female","2057_87",0.0764383777484365,47,"New South Wales","medium"
2058,88,"female","2058_88",0.0880883203213449,47,"New South Wales","medium"
2059,89,"female","2059_89",0.101578786529118,47,"New South Wales","medium"
2060,90,"female","2060_90",0.117028320525508,47,"New South Wales","medium"
2061,91,"female","2061_91",0.134846542769767,47,"New South Wales","medium"
2062,92,"female","2062_92",0.155157853523115,47,"New South Wales","medium"
2063,93,"female","2063_93",0.178337503683653,47,"New South Wales","medium"
2064,94,"female","2064_94",0.204628517316495,47,"New South Wales","medium"
2065,95,"female","2065_95",0.219064382447712,47,"New South Wales","medium"
2066,96,"female","2066_96",0.248923004301697,47,"New South Wales","medium"
2067,97,"female","2066_97",0.279846186684006,47,"New South Wales","medium"
